Area_of_Origin,Civilian_Casualties,Count_of_Persons_Rescued,Estimated_Dollar_Loss,Estimated_Number_Of_Persons_Displaced,Fire_Alarm_System_Presence,Ignition_Source,Latitude,Longitude,Material_First_Ignited,Possible_Cause
Basement/cellar (not partitioned),0,0,80000,0,No Fire alarm system,Circuit Wiring - Copper,43.67397332,-79.410516,Undetermined (formerly 98),Electrical Failure
"Sales, Showroom Area",0,0,80000,0,No Fire alarm system,"Extension Cord, Temporary Wiring",43.68996505,-79.29379557,"Other Soft Goods, Wearing Apparel",Electrical Failure
Trunk/Cargo Area,0,0,80000,0,Fire alarm system present,Undetermined,43.74181305,-79.53085146,"Rubbish, Trash, Waste",Undetermined
"Utility Shaft (eg. electrical wiring/phone, etc.)",0,0,80000,0,Fire alarm system present,Other Electrical Distribution Item,43.64291,-79.38148,Insulation,Electrical Failure
Cooking Area or Kitchen,0,0,80000,0,No Fire alarm system,"Other Cooking Items (eg Toaster, Kettle, elec frying pan)",43.63737,-79.539,Electrical Wiring Insulation,Electrical Failure
"Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,0,80000,0,No Fire alarm system,Undetermined,43.8077,-79.36378,Interior Wall/Ceiling,"Unintentional, cause undetermined"
Cooking Area or Kitchen,0,0,80000,0,No Fire alarm system,Undetermined,43.67289,-79.28633,Multiple Objects or Materials,Mechanical Failure
"Dining or Beverage Area (inc mess, canteen, lunchroom, cafeteria",0,0,80000,0,No Fire alarm system,Circuit Wiring - Copper,43.65512,-79.41673,Interior Wall/Ceiling,Electrical Failure
Garage,0,0,80000,0,No Fire alarm system,Undetermined,43.75597,-79.57208,Undetermined (formerly 98),Undetermined
Garage,0,0,80000,0,Not applicable (bldg not classified by OBC OR detached/semi/town home),Open Fired Barbeque - Fixed or Portable,43.6913,-79.50089,Exterior Cladding,Unattended
"Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,0,80000,0,Fire alarm system present,Undetermined,43.76267,-79.19499,Undetermined (formerly 98),Undetermined
Roof,0,0,80000,0,Undetermined,Cutting/Welding Equipment,43.77644,-79.23176,Other Building Component,Improper handling of ignition source or ignited material
"Process Manufacturing (inc manf, prod assembly, repair)",0,0,80000,0,Fire alarm system present,"Other Cooking Items (eg Toaster, Kettle, elec frying pan)",43.76649,-79.47753,Other,Unattended
Roof,0,0,80000,0,No Fire alarm system,Lightning,43.78096,-79.382,Exterior Roof Covering,Natural Cause
Other Outside Area,0,0,80000,0,No Fire alarm system,"Exposure, source other",43.67804,-79.35984,"Bush, Grass, Tree, Leaves, etc.",Undetermined
Chimney/Flue Pipe,0,0,80000,1,Not applicable (bldg not classified by OBC OR detached/semi/town home),Wood burning stove,43.73956264,-79.44415533,Interior Wall/Ceiling,"Routine maintenance deficiency, eg creosote, lint, grease buildup"
Cooking Area or Kitchen,0,0,80000,1,No Fire alarm system,"Stove, Range-top burner",43.68096,-79.46254,Undetermined (formerly 98),"Unintentional, cause undetermined"
"Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,0,80000,1,Fire alarm system present,Other Open Flame Tools/Smokers' Articles,43.65616,-79.37012,"Mattress, Pillow",Improperly Discarded
"Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,0,80000,1,Fire alarm system present,Undetermined,43.66809,-79.3701,"Other Soft Goods, Wearing Apparel",Undetermined
Concealed Ceiling Area,0,0,80000,1,No Fire alarm system,Circuit Wiring - Copper,43.73872,-79.44039,Interior Wall/Ceiling,Electrical Failure
"Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",2,1,80000,2,Fire alarm system present,Undetermined,43.67826,-79.48373,"Mattress, Pillow","Unintentional, cause undetermined"
Basement/cellar (not partitioned),0,0,80000,2,Fire alarm system present,Florescent Lamp (includes ballast),43.69605,-79.35032,Multiple diverse objects ignited,Electrical Failure
Basement/cellar (not partitioned),0,0,80000,2,Not applicable (bldg not classified by OBC OR detached/semi/town home),Undetermined,43.68878,-79.44042,"Upholstered Sofa, Chair, etc.",Undetermined
"Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,0,80000,2,Fire alarm system present,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",43.69143,-79.46944,"Curtain, Drapery",Undetermined
Porch or Balcony,0,0,80000,2,Fire alarm system present,Undetermined,43.7035,-79.52639,"Mattress, Pillow",Improperly Discarded
"Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",1,0,80000,2,Fire alarm system present,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",43.69755,-79.25679,Bedding,Other misuse of ignition source/material ignited
Other Storage Area,0,0,80000,2,Not applicable (bldg not classified by OBC OR detached/semi/town home),Undetermined,43.73356,-79.49137,Undetermined (formerly 98),Electrical Failure
Mechanical/Electrical Services Room,0,0,80000,2,No Fire alarm system,Undetermined,43.79397,-79.36893,"Books, Magazines, Newspapers",Undetermined
"Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,0,80000,2,Not applicable (bldg not classified by OBC OR detached/semi/town home),"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",43.6987,-79.5299,Bedding,Improperly Discarded
Basement/cellar (not partitioned),0,1,80000,3,No Fire alarm system,Other,43.65809,-79.444,"Upholstered Sofa, Chair, etc.",Unattended
Cooking Area or Kitchen,1,0,80000,3,No Fire alarm system,"Stove, Range-top burner",43.73863008,-79.50029012,Cabinetry,Unattended
"Living Area (e.g. living, TV, recreation, etc)",0,0,80000,3,Not applicable (bldg not classified by OBC OR detached/semi/town home),"Television, Radio, Stereo, Tape Recorder, etc.",43.64281,-79.43288,Plastic,Electrical Failure
"Living Area (e.g. living, TV, recreation, etc)",0,0,80000,3,Not applicable (bldg not classified by OBC OR detached/semi/town home),"Cord, Cable for Appliance, Electrical Articles",43.6686,-79.45877,Electrical Wiring Insulation,Electrical Failure
Basement/cellar (not partitioned),0,0,80000,3,Not applicable (bldg not classified by OBC OR detached/semi/town home),Circuit Wiring - Copper,43.80507,-79.26752,Interior Wall/Ceiling,Electrical Failure
Garage,0,0,80000,3,Not applicable (bldg not classified by OBC OR detached/semi/town home),Other,43.78808,-79.21962,"Non-upholstered Chair, etc.","Other unintentional cause, not classified"
Garage,0,0,80000,3,Not applicable (bldg not classified by OBC OR detached/semi/town home),Vehicle - Mechanical,43.68608,-79.5438,Vehicle,"Other unintentional cause, not classified"
Attached Deck,0,0,80000,3,Not applicable (bldg not classified by OBC OR detached/semi/town home),Open Fired Barbeque - Fixed or Portable,43.6964,-79.40269,Undetermined (formerly 98),Unattended
"Washroom or Bathroom (toilet,restroom/locker room)",0,0,80000,3,Not applicable (bldg not classified by OBC OR detached/semi/town home),Other Electrical,43.66925,-79.42064,Other,"Other unintentional cause, not classified"
"Washroom or Bathroom (toilet,restroom/locker room)",0,0,80000,3,Fire alarm system present,Other Electrical Distribution Item,43.75855,-79.25917,Insulation,Other misuse of ignition source/material ignited
"Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",2,0,80000,3,Fire alarm system present,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",43.74311,-79.49424,"Mattress, Pillow",Other misuse of ignition source/material ignited
Cooking Area or Kitchen,0,0,80000,3,Fire alarm system present,Other Appliances,43.67426,-79.40934,Plastic,Unattended
Porch or Balcony,0,0,80000,4,Fire alarm system present,Undetermined,43.71546,-79.50722,"Rubbish, Trash, Waste",Undetermined
Basement/cellar (not partitioned),0,0,80000,4,Not applicable (bldg not classified by OBC OR detached/semi/town home),Other,43.75669,-79.56944,Multiple Objects or Materials,"Other unintentional cause, not classified"
Cooking Area or Kitchen,0,0,80000,4,No Fire alarm system,"Stove, Range-top burner",43.74923,-79.51045,Undetermined (formerly 98),Unattended
Undetermined  (formerly 98),1,0,80000,4,No Fire alarm system,Undetermined,43.67119,-79.32692,Undetermined (formerly 98),Undetermined
Cooking Area or Kitchen,0,0,80000,4,Not applicable (bldg not classified by OBC OR detached/semi/town home),Other Open Flame Tools/Smokers' Articles,43.6204,-79.50608,Interior Wall/Ceiling,"Other unintentional cause, not classified"
Cooking Area or Kitchen,0,0,80000,4,No Fire alarm system,"Stove, Range-top burner",43.75853,-79.28127,"Cooking Oil, Grease","Unintentional, cause undetermined"
Attic Area,0,0,80000,4,Fire alarm system present,Other Open Flame Tools/Smokers' Articles,43.77857,-79.29838,Interior Wall/Ceiling,Other misuse of ignition source/material ignited
"Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",3,0,80000,4,Fire alarm system present,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",43.74161,-79.23261,"Mattress, Pillow",Improper handling of ignition source or ignited material
Roof,0,0,80000,4,Undetermined,"Blow Torch, Bunsen Burner",43.66066,-79.43167,Exterior Roof Covering,Design/Construction/Installation/Maintenance Deficiency
"Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,3,80000,5,Fire alarm system present,Space Heater - Portable,43.77713,-79.3479,Bedding,Used or Placed too close to combustibles
Office,0,0,80000,5,Not applicable (bldg not classified by OBC OR detached/semi/town home),Undetermined,43.68095,-79.39378,Undetermined (formerly 98),Undetermined
Cooking Area or Kitchen,4,0,80000,5,Fire alarm system present,"Stove, Range-top burner",43.77025,-79.46072,"Cooking Oil, Grease",Unattended
Undetermined  (formerly 98),1,6,80000,7,No Fire alarm system,Undetermined,43.66512,-79.45416,Other,Undetermined
"Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",1,0,80000,7,Not applicable (bldg not classified by OBC OR detached/semi/town home),Space Heater - Portable,43.67663,-79.34391,Bedding,Used or Placed too close to combustibles
"Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",1,0,80000,8,No Fire alarm system,Candle,43.73615,-79.50605,Bedding,Used or Placed too close to combustibles
Sauna,0,0,80000,8,Not applicable (bldg not classified by OBC OR detached/semi/town home),Other Heating Equipment,43.60729,-79.48888,Wood,"Unintentional, cause undetermined"
Cooking Area or Kitchen,0,0,80000,8,Fire alarm system present,"Stove, Range-top burner",43.74163,-79.44805,Plastic,"Other unintentional cause, not classified"
Cooking Area or Kitchen,1,0,80000,10,No Fire alarm system,"Stove, Range-top burner",43.74529,-79.60011,"Cooking Oil, Grease",Unattended
Engine Area,0,0,80000,10,Fire alarm system present,Vehicle - Mechanical,43.81627,-79.2276,Vehicle,Mechanical Failure
"Living Area (e.g. living, TV, recreation, etc)",0,0,80000,16,Fire alarm system present,Candle,43.66512,-79.4446,Other Furniture,Unattended
Mechanical/Electrical Services Room,0,0,80000,100,Fire alarm system present,Service/Utility Lines (includes power/hydro transmission lines),43.69021,-79.57707,Other,Electrical Failure
Cooking Area or Kitchen,0,0,80000,200,Fire alarm system present,"Stove, Range-top burner",43.79433,-79.32597,"Cooking Oil, Grease","Other unintentional cause, not classified"
Porch or Balcony,0,0,80000,997,Not applicable (bldg not classified by OBC OR detached/semi/town home),Open Fired Barbeque - Fixed or Portable,43.67158,-79.32507,Propane,"Other unintentional cause, not classified"
"Sales, Showroom Area",0,0,80000,997,Fire alarm system present,"Extension Cord, Temporary Wiring",43.65294,-79.39805,Multiple Objects or Materials,Electrical Failure
Cooking Area or Kitchen,0,0,85000,0,No Fire alarm system,"Extension Cord, Temporary Wiring",43.6639,-79.38416,Electrical Wiring Insulation,Electrical Failure
Other Vehicle Area,0,0,85000,0,Not applicable (bldg not classified by OBC OR detached/semi/town home),Vehicle - Electrical,43.75368,-79.60907,Undetermined (formerly 98),"Other unintentional cause, not classified"
Cooking Area or Kitchen,0,0,85000,0,Undetermined,"Other Cooking Items (eg Toaster, Kettle, elec frying pan)",43.74974,-79.36533,Interior Wall/Ceiling,Electrical Failure
Other Storage Area,0,0,85000,0,No Fire alarm system,"Chemical Reaction (eg. spontaneous combustion, etc.)",43.6284,-79.36065,Wood,Improper Storage
Cooking Area or Kitchen,0,0,85000,2,Fire alarm system present,"Stove, Range-top burner",43.65239517,-79.57221619,"Mattress, Pillow","Other unintentional cause, not classified"
Garage,1,0,85000,2,Not applicable (bldg not classified by OBC OR detached/semi/town home),Deep Fat Fryer,43.63286,-79.50183,Interior Wall/Ceiling,Used or Placed too close to combustibles
"Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,0,85000,2,Fire alarm system present,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",43.73635,-79.58105,"Mattress, Pillow",Improper handling of ignition source or ignited material
Laundry Area,0,0,85000,3,Not applicable (bldg not classified by OBC OR detached/semi/town home),Clothes Dryer,43.64587,-79.45135,"Other Soft Goods, Wearing Apparel","Unintentional, cause undetermined"
"Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",1,0,85000,3,Not applicable (bldg not classified by OBC OR detached/semi/town home),Undetermined,43.75194,-79.59073,"Books, Magazines, Newspapers","Unintentional, cause undetermined"
"Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,0,85000,3,Fire alarm system present,Lighters (open flame),43.75442,-79.25093,Undetermined (formerly 98),Children Playing (Ages 11 and under)
"Living Area (e.g. living, TV, recreation, etc)",0,1,90000,0,Not applicable (bldg not classified by OBC OR detached/semi/town home),Undetermined,43.66491,-79.57025,Structural Member,Electrical Failure
Garage,0,0,90000,0,No Fire alarm system,Undetermined,43.67866,-79.45073,Undetermined (formerly 98),Undetermined
"Washroom or Bathroom (toilet,restroom/locker room)",0,0,90000,0,No Fire alarm system,Other Electrical,43.65623,-79.40896,Electrical Wiring Insulation,Electrical Failure
"Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,0,90000,1,No Fire alarm system,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",43.71194247,-79.24851369,"Mattress, Pillow",Improperly Discarded
"Living Area (e.g. living, TV, recreation, etc)",1,1,90000,2,Fire alarm system present,Undetermined,43.65282,-79.37161,"Upholstered Sofa, Chair, etc.",Undetermined
Cooking Area or Kitchen,0,0,90000,2,Fire alarm system present,"Stove, Range-top burner",43.77608,-79.41297,Undetermined (formerly 98),Used or Placed too close to combustibles
Porch or Balcony,0,0,90000,2,Fire alarm system present,Undetermined,43.7717,-79.25849,Other,"Unintentional, cause undetermined"
"Living Area (e.g. living, TV, recreation, etc)",0,0,90000,3,Fire alarm system present,"Other Cooking Items (eg Toaster, Kettle, elec frying pan)",43.73381416,-79.26860744,"Upholstered Sofa, Chair, etc.",Improper handling of ignition source or ignited material
Cooking Area or Kitchen,1,0,90000,3,Fire alarm system present,"Stove, Range-top burner",43.7705472,-79.38058903,"Cooking Oil, Grease",Improper handling of ignition source or ignited material
Laundry Area,0,0,90000,3,No Fire alarm system,Clothes Dryer,43.62702,-79.49955,"Other Soft Goods, Wearing Apparel","Other unintentional cause, not classified"
Storage Area (outside),0,0,90000,3,Not applicable (bldg not classified by OBC OR detached/semi/town home),Undetermined,43.72933,-79.48958,Undetermined (formerly 98),Undetermined
Cooking Area or Kitchen,0,0,90000,4,No Fire alarm system,"Stove, Range-top burner",43.77593911,-79.3065631,Other,Unattended
"Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",1,0,90000,4,Fire alarm system present,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",43.61495,-79.48866,Undetermined (formerly 98),Improper handling of ignition source or ignited material
